source,target,template,rule,lag_hint,lag_hint_real,notes,w,s_LP,s_co,s_gr,s_corr
px_wti,px_rbo_gas,T2_chain,px_wti->px_rbo_gas,5,10.0,upstream_to_downstream (px_wti->px_rbo_gas),0.6000000000000001,,20.0,10.015242523793079,0.08755175642823383
px_wti,px_heating_oil,T2_chain,px_wti->px_heating_oil,5,10.0,upstream_to_downstream (px_wti->px_heating_oil),0.33215133992834917,,20.0,2.9465914130739588,0.05911801949241063
px_soy,px_soy_oil,T2_chain,px_soy->px_soy_oil,5,6.0,upstream_to_downstream (px_soy->px_soy_oil),0.2961671771051752,,20.0,1.5917456315084437,0.057739017243247794
px_soy,px_soy_meal,T2_chain,px_soy->px_soy_meal,5,4.0,upstream_to_downstream (px_soy->px_soy_meal),0.27093347340828483,,20.0,2.9326732942390463,0.04297117507187362
px_corn,px_live_cattle,T2_chain,px_corn->px_live_cattle,5,6.0,upstream_to_downstream (px_corn->px_live_cattle),0.0,,1.6164371130422883,1.2126640894292637,0.034525779219850596
px_wti,px_brent,T3_substitution,group:Oil,3,7.0,substitution/compl. Oil,0.3099666131172546,,20.0,2.8575966619796396,0.05808270957790053
px_wti,px_rbo_gas,T3_substitution,group:Oil,3,10.0,substitution/compl. Oil,0.46603666812959926,,20.0,10.015242523793079,0.08755175642823383
px_wti,px_heating_oil,T3_substitution,group:Oil,3,10.0,substitution/compl. Oil,0.3136540585406147,,20.0,2.9465914130739588,0.05911801949241063
px_brent,px_wti,T3_substitution,group:Oil,3,4.0,substitution/compl. Oil,0.4451166881813215,,20.0,15.861068692517605,0.05480270391382833
px_brent,px_rbo_gas,T3_substitution,group:Oil,3,10.0,substitution/compl. Oil,0.3308011118323603,,20.0,3.224076035664881,0.0645093534800229
px_brent,px_heating_oil,T3_substitution,group:Oil,3,4.0,substitution/compl. Oil,0.2632756084945078,,20.0,2.0412366530454653,0.04365943672334209
px_rbo_gas,px_wti,T3_substitution,group:Oil,3,4.0,substitution/compl. Oil,0.6000000000000001,,20.0,18.420680743952367,0.10327563387377994
px_rbo_gas,px_brent,T3_substitution,group:Oil,3,4.0,substitution/compl. Oil,0.38689295869356705,,20.0,7.193605053939801,0.06918840681548677
px_rbo_gas,px_heating_oil,T3_substitution,group:Oil,3,4.0,substitution/compl. Oil,0.25199863952258195,,20.0,0.6512658833363693,0.045223658497319366
px_heating_oil,px_wti,T3_substitution,group:Oil,3,6.0,substitution/compl. Oil,0.37536868054365385,,20.0,11.665254370354859,0.04585231172952487
px_heating_oil,px_brent,T3_substitution,group:Oil,3,6.0,substitution/compl. Oil,0.17172506890600195,,16.083594606011513,0.5152942330357297,0.03084748302822546
px_heating_oil,px_rbo_gas,T3_substitution,group:Oil,3,8.0,substitution/compl. Oil,0.24974392291326908,,20.0,0.4094723015514752,0.045383565982527005
px_gold,px_silver,T3_substitution,group:Precious,3,4.0,substitution/compl. Precious,0.24680733500691465,,20.0,1.8830110112831147,0.03802331911657587
px_gold,px_platinum,T3_substitution,group:Precious,3,3.0,substitution/compl. Precious,0.10471964751389937,,1.1845655042857233,5.595627967994989,0.04374275137108104
px_gold,px_palladium,T3_substitution,group:Precious,3,8.0,substitution/compl. Precious,0.06593004854188245,,1.0,1.920535908513075,0.04518661284674105
px_silver,px_gold,T3_substitution,group:Precious,3,2.0,substitution/compl. Precious,0.29524467791562464,,20.0,6.398460478825671,0.03746119487829882
