source,target,template,rule,lag_hint,lag_hint_real,notes,w,s_LP,s_co,s_gr,s_corr
px_wti,px_rbo_gas,T2_chain,px_wti->px_rbo_gas,5,10.0,upstream_to_downstream (px_wti->px_rbo_gas),0.6000000000000001,,20.0,10.015242523793079,0.08755175642823383
px_wti,px_heating_oil,T2_chain,px_wti->px_heating_oil,5,10.0,upstream_to_downstream (px_wti->px_heating_oil),0.3734227958821774,,20.0,2.9465914130739588,0.05911801949241063
px_soy,px_soy_oil,T2_chain,px_soy->px_soy_oil,5,6.0,upstream_to_downstream (px_soy->px_soy_oil),0.34167355066255345,,20.0,1.5917456315084437,0.057739017243247794
px_soy,px_soy_meal,T2_chain,px_soy->px_soy_meal,5,4.0,upstream_to_downstream (px_soy->px_soy_meal),0.3268145030342713,,20.0,2.9326732942390463,0.04297117507187362
px_corn,px_live_cattle,T2_chain,px_corn->px_live_cattle,5,6.0,upstream_to_downstream (px_corn->px_live_cattle),0.06730196892245595,,1.6164371130422883,1.2126640894292637,0.034525779219850596
px_corn,px_lean_hogs,T2_chain,px_corn->px_lean_hogs,5,5.0,upstream_to_downstream (px_corn->px_lean_hogs),0.2,,20.0,0.265731714010054,0.017837266531896857
px_iron_ore,px_steel_hrc,T2_chain,px_iron_ore->px_steel_hrc,5,7.0,upstream_to_downstream (px_iron_ore->px_steel_hrc),0.04692912443613174,,1.6818375340243963,1.4649105121150252,0.02537265031712426
px_corn,px_ethanol,T2_chain,px_corn->px_ethanol,5,5.0,upstream_to_downstream (px_corn->px_ethanol),0.1298621231069768,,3.7077583601431967,1.9647492917381828,0.043023945468158596
px_natgas,px_propane,T2_chain,px_natgas->px_propane,5,1.0,upstream_to_downstream (px_natgas->px_propane),0.16414002940852396,,9.20352071316243,2.0219236436881425,0.033722317983092
px_wti,px_brent,T3_substitution,group:Oil,3,7.0,substitution/compl. Oil,0.29522425895317234,,20.0,2.8575966619796396,0.05808270957790053
px_wti,px_rbo_gas,T3_substitution,group:Oil,3,10.0,substitution/compl. Oil,0.41011688462591894,,20.0,10.015242523793079,0.08755175642823383
px_wti,px_heating_oil,T3_substitution,group:Oil,3,10.0,substitution/compl. Oil,0.2974720354312386,,20.0,2.9465914130739588,0.05911801949241063
px_wti,px_ethanol,T3_substitution,group:Oil,3,3.0,substitution/compl. Oil,0.23466105224357486,,20.0,0.7267491465937601,0.02778779652582183
px_brent,px_wti,T3_substitution,group:Oil,3,4.0,substitution/compl. Oil,0.4343645367209502,,20.0,15.861068692517605,0.05480270391382833
px_brent,px_rbo_gas,T3_substitution,group:Oil,3,10.0,substitution/compl. Oil,0.3071300619097035,,20.0,3.224076035664881,0.0645093534800229
px_brent,px_heating_oil,T3_substitution,group:Oil,3,4.0,substitution/compl. Oil,0.26857160173437605,,20.0,2.0412366530454653,0.04365943672334209
px_brent,px_ethanol,T3_substitution,group:Oil,3,8.0,substitution/compl. Oil,0.22209909744710582,,19.57056987777733,0.27016492084985066,0.025326094602462268
px_rbo_gas,px_wti,T3_substitution,group:Oil,3,4.0,substitution/compl. Oil,0.5219119944981561,,20.0,18.420680743952367,0.10327563387377994
px_rbo_gas,px_brent,T3_substitution,group:Oil,3,4.0,substitution/compl. Oil,0.3565620803047369,,20.0,7.193605053939801,0.06918840681548677
px_rbo_gas,px_heating_oil,T3_substitution,group:Oil,3,4.0,substitution/compl. Oil,0.255184979954689,,20.0,0.6512658833363693,0.045223658497319366
px_rbo_gas,px_ethanol,T3_substitution,group:Oil,3,6.0,substitution/compl. Oil,0.23812989769577353,,20.0,0.651044720654565,0.031300526068182295
px_heating_oil,px_wti,T3_substitution,group:Oil,3,6.0,substitution/compl. Oil,0.37720989169546626,,20.0,11.665254370354859,0.04585231172952487
px_heating_oil,px_brent,T3_substitution,group:Oil,3,6.0,substitution/compl. Oil,0.19485520259698308,,16.083594606011513,0.5152942330357297,0.03084748302822546
px_heating_oil,px_rbo_gas,T3_substitution,group:Oil,3,8.0,substitution/compl. Oil,0.25271888150011623,,20.0,0.4094723015514752,0.045383565982527005
px_heating_oil,px_ethanol,T3_substitution,group:Oil,3,8.0,substitution/compl. Oil,0.27177474258683876,,20.0,1.6459677075201902,0.04982771430058168
px_ethanol,px_wti,T3_substitution,group:Oil,3,5.0,substitution/compl. Oil,0.25593252514717035,,20.0,0.7362259064147392,0.04507032795025312
px_ethanol,px_brent,T3_substitution,group:Oil,3,5.0,substitution/compl. Oil,0.13647386835162,,7.745931462793189,1.7839621569994901,0.04343477623361326
px_ethanol,px_rbo_gas,T3_substitution,group:Oil,3,3.0,substitution/compl. Oil,0.22383309601851917,,20.0,0.7767409999878507,0.01849763016393309
px_ethanol,px_heating_oil,T3_substitution,group:Oil,3,1.0,substitution/compl. Oil,0.14143958008287624,,10.572459411051135,1.3380224584791278,0.027204977920352057
px_natgas,px_propane,T3_substitution,group:Gas,3,1.0,substitution/compl. Gas,0.142541137130742,,9.20352071316243,2.0219236436881425,0.033722317983092
px_propane,px_natgas,T3_substitution,group:Gas,3,4.0,substitution/compl. Gas,0.04353865777180118,,1.4243635303329027,1.1738971370649214,0.02736966881646613
px_gold,px_silver,T3_substitution,group:Precious,3,4.0,substitution/compl. Precious,0.2599267147050049,,20.0,1.8830110112831147,0.03802331911657587
px_gold,px_platinum,T3_substitution,group:Precious,3,3.0,substitution/compl. Precious,0.10974736318887143,,1.1845655042857233,5.595627967994989,0.04374275137108104
px_gold,px_palladium,T3_substitution,group:Precious,3,8.0,substitution/compl. Precious,0.06911322667449163,,1.0,1.920535908513075,0.04518661284674105
px_silver,px_gold,T3_substitution,group:Precious,3,2.0,substitution/compl. Precious,0.30894962651687546,,20.0,6.398460478825671,0.03746119487829882
px_silver,px_platinum,T3_substitution,group:Precious,3,1.0,substitution/compl. Precious,0.13612209146840934,,2.034257067636026,7.474352309151335,0.04108706824731237
px_silver,px_palladium,T3_substitution,group:Precious,3,8.0,substitution/compl. Precious,0.08347542557654546,,1.0,3.6884401898279693,0.04102177406374831
px_platinum,px_gold,T3_substitution,group:Precious,3,6.0,substitution/compl. Precious,0.27126545275338465,,15.414308624799313,5.0842616283452085,0.0579176821546167
px_platinum,px_silver,T3_substitution,group:Precious,3,6.0,substitution/compl. Precious,0.27201031106438933,,20.0,1.3236249578893418,0.05291751424755725
px_platinum,px_palladium,T3_substitution,group:Precious,3,8.0,substitution/compl. Precious,0.08135698205521946,,1.4475822578498456,1.39488190502605,0.05606161116760211
px_palladium,px_gold,T3_substitution,group:Precious,3,3.0,substitution/compl. Precious,0.09050929548525848,,1.2017969543471638,3.531200501255908,0.04644382573141861
px_palladium,px_silver,T3_substitution,group:Precious,3,2.0,substitution/compl. Precious,0.08323686804399574,,1.1573690459269668,3.367874634130361,0.04235597406445179
px_palladium,px_platinum,T3_substitution,group:Precious,3,5.0,substitution/compl. Precious,0.10382758612075771,,1.2547568855366593,4.497090303177646,0.048180612002780995
px_copper,px_aluminum,T3_substitution,group:BaseMetals,3,6.0,substitution/compl. BaseMetals,0.1008697496783744,,2.18864866607609,4.412426634938868,0.038500271889017494
px_copper,px_zinc,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.11637063424102334,,1.523100287662814,4.888557108811285,0.052596664942032856
px_copper,px_nickel,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.2506269104227853,,1.0804224656428618,14.447366503507602,0.08009683845409392
px_copper,px_tin,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.3738640803298545,,20.0,8.200344646924545,0.07426578498293156
px_copper,px_lead,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.11115201406902311,,1.0349398935167913,4.426943998426731,0.056680605061339595
px_copper,px_iron_ore,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.3239696833544898,,1.3117098374118539,16.18028907875963,0.12241505206866539
px_copper,px_steel_hrc,T3_substitution,group:BaseMetals,3,5.0,substitution/compl. BaseMetals,0.12993749546753486,,6.3468266657749135,4.276684407541231,0.027716101029154387
px_aluminum,px_copper,T3_substitution,group:BaseMetals,3,4.0,substitution/compl. BaseMetals,0.07906700217099467,,2.5538120491627927,1.3928975727140687,0.04470221478295605
px_aluminum,px_zinc,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.37171010616677624,,18.398611158184924,6.68927780160541,0.09985289990901049
px_aluminum,px_nickel,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.3661715421123848,,2.0501720163656514,18.420680743952367,0.13038691266857821
px_aluminum,px_tin,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.28119439359650955,,3.3414471770350653,9.284133424250761,0.13203322353811117
px_aluminum,px_lead,T3_substitution,group:BaseMetals,3,2.0,substitution/compl. BaseMetals,0.19743822866498373,,5.966610067687577,6.341949117743592,0.06753264724243371
px_aluminum,px_iron_ore,T3_substitution,group:BaseMetals,3,10.0,substitution/compl. BaseMetals,0.18214237971798986,,1.7126035652311147,4.523668011172913,0.10794914188868952
px_aluminum,px_steel_hrc,T3_substitution,group:BaseMetals,3,10.0,substitution/compl. BaseMetals,0.07098072826462767,,1.169460206231828,0.3238718564167388,0.05960699799017174
px_zinc,px_copper,T3_substitution,group:BaseMetals,3,7.0,substitution/compl. BaseMetals,0.12513561923551253,,7.6950518947340205,1.2091364465274161,0.03978158985602849
px_zinc,px_aluminum,T3_substitution,group:BaseMetals,3,6.0,substitution/compl. BaseMetals,0.292357363110867,,20.0,0.8667535348758572,0.07363716939812248
px_zinc,px_nickel,T3_substitution,group:BaseMetals,3,8.0,substitution/compl. BaseMetals,0.1255186400388554,,2.5623315699210814,5.016276291559069,0.04998609179307767
px_zinc,px_tin,T3_substitution,group:BaseMetals,3,3.0,substitution/compl. BaseMetals,0.21992620838289903,,6.553010986467781,6.16507444620523,0.08244366704142536
px_zinc,px_lead,T3_substitution,group:BaseMetals,3,10.0,substitution/compl. BaseMetals,0.06480170215412255,,1.8384412325119803,1.906163572350417,0.03458953375192546
px_zinc,px_iron_ore,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.3556460383234534,,3.864841993036175,16.622885170275186,0.1223568049804218
px_zinc,px_steel_hrc,T3_substitution,group:BaseMetals,3,9.0,substitution/compl. BaseMetals,0.15595294270573262,,7.1582703479458525,3.6037456135940165,0.0480320944111105
px_nickel,px_copper,T3_substitution,group:BaseMetals,3,6.0,substitution/compl. BaseMetals,0.06443244797218994,,1.7282344070372555,1.5040190082940663,0.03885000287197254
px_nickel,px_aluminum,T3_substitution,group:BaseMetals,3,2.0,substitution/compl. BaseMetals,0.29156320820352355,,1.866794520446771,11.76126556628303,0.1309067160509415
px_nickel,px_zinc,T3_substitution,group:BaseMetals,3,2.0,substitution/compl. BaseMetals,0.05556136143196374,,2.320397050489118,0.7959378454154399,0.0328823674300781
px_nickel,px_tin,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.22467615345734243,,1.5387396909201347,9.108126402956486,0.10296274244081316
px_nickel,px_lead,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.09114613974633552,,1.5125804346147644,2.9298125970942457,0.04969849602124721
px_nickel,px_iron_ore,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.32372899223576634,,4.361256253930289,14.0198392290516,0.11542892627337331
px_nickel,px_steel_hrc,T3_substitution,group:BaseMetals,3,5.0,substitution/compl. BaseMetals,0.09812556902400726,,1.7117845337960598,3.101429660517828,0.052142366371763185
px_tin,px_copper,T3_substitution,group:BaseMetals,3,7.0,substitution/compl. BaseMetals,0.21063712577818156,,17.97405293052021,0.4293536467568463,0.028258016745465034
px_tin,px_aluminum,T3_substitution,group:BaseMetals,3,2.0,substitution/compl. BaseMetals,0.07118244308176669,,2.1255692082606927,1.1847669884057543,0.04381601382869953
px_tin,px_zinc,T3_substitution,group:BaseMetals,3,10.0,substitution/compl. BaseMetals,0.07557371871037642,,1.5985207094092464,1.6642451448660662,0.04762121068113267
px_tin,px_nickel,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.06142404237596668,,1.0543872674143224,2.2779096231959053,0.03522877293623448
px_tin,px_lead,T3_substitution,group:BaseMetals,3,10.0,substitution/compl. BaseMetals,0.04944531274706971,,1.0577857007193772,1.3074226298116165,0.034142660486195485
px_tin,px_iron_ore,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.21971940929662503,,1.3267506492873353,9.436648010837494,0.09778460398542488
px_tin,px_steel_hrc,T3_substitution,group:BaseMetals,3,5.0,substitution/compl. BaseMetals,0.1244821498008338,,7.2247075537473275,1.893133120195953,0.03714214337447022
px_lead,px_copper,T3_substitution,group:BaseMetals,3,2.0,substitution/compl. BaseMetals,0.24962926838953503,,20.0,2.429773658956642,0.024700947221472275
px_lead,px_aluminum,T3_substitution,group:BaseMetals,3,6.0,substitution/compl. BaseMetals,0.31087854423799666,,20.0,2.133650013602253,0.07737149454089656
px_lead,px_zinc,T3_substitution,group:BaseMetals,3,5.0,substitution/compl. BaseMetals,0.2570013709956508,,20.0,1.5794674565379792,0.03836331837691206
px_lead,px_nickel,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.279331292936253,,20.0,2.9252353086818097,0.0444984450522682
px_lead,px_tin,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.2640537139483937,,20.0,1.1901524655979316,0.04762087081846238
px_lead,px_iron_ore,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.3236951015337287,,20.0,4.514203266844953,0.0664377139459429
px_lead,px_steel_hrc,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.29946165143787534,,20.0,4.769390291825776,0.044357789141725924
px_iron_ore,px_copper,T3_substitution,group:BaseMetals,3,7.0,substitution/compl. BaseMetals,0.09444540644017344,,4.325714967134214,2.6858665710836056,0.03040751628067722
px_iron_ore,px_aluminum,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.07029773656039216,,1.5421216550474066,2.1301596258012454,0.03961020783341715
px_iron_ore,px_zinc,T3_substitution,group:BaseMetals,3,4.0,substitution/compl. BaseMetals,0.08525255520145042,,2.2159260292924956,2.764018476201527,0.04033187451191391
px_iron_ore,px_nickel,T3_substitution,group:BaseMetals,3,5.0,substitution/compl. BaseMetals,0.12249569329278957,,6.081293767551645,2.1940697954584785,0.04264228447987604
px_iron_ore,px_tin,T3_substitution,group:BaseMetals,3,2.0,substitution/compl. BaseMetals,0.0661366542977957,,2.1656183527576056,1.3103536361879202,0.038223160147495876
px_iron_ore,px_lead,T3_substitution,group:BaseMetals,3,8.0,substitution/compl. BaseMetals,0.054131440672303334,,2.0090618841429793,0.672383211530381,0.03550124613398333
px_iron_ore,px_steel_hrc,T3_substitution,group:BaseMetals,3,7.0,substitution/compl. BaseMetals,0.0470068382326173,,1.6818375340243963,1.4649105121150252,0.02537265031712426
px_steel_hrc,px_copper,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.3005268029136328,,4.553798599097739,16.229391057252776,0.07496887013026401
px_steel_hrc,px_aluminum,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.2663711530921047,,1.030171140316204,12.99257579586371,0.10646034307502768
px_steel_hrc,px_zinc,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.3306013964352685,,1.4386004292265357,18.420680743952367,0.10660079069520002
px_steel_hrc,px_nickel,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.25637723888104613,,1.033582820612506,16.14751132432402,0.06991222437179709
px_steel_hrc,px_tin,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.38901516105581735,,4.116634914127784,18.420680743952367,0.13127800006633242
px_steel_hrc,px_lead,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.35319496271945944,,1.0346304049361386,18.420680743952367,0.12851989599371882
px_steel_hrc,px_iron_ore,T3_substitution,group:BaseMetals,3,1.0,substitution/compl. BaseMetals,0.3318015661457621,,1.0561621067207487,18.420680743952367,0.11086757745677173
px_corn,px_wheat,T3_substitution,group:Grain,3,9.0,substitution/compl. Grain,0.24983042468897482,,20.0,1.3444220795027173,0.03462115729093356
px_corn,px_rough_rice,T3_substitution,group:Grain,3,7.0,substitution/compl. Grain,0.07507403115015518,,2.5759747861819156,2.0945306603365923,0.03494474400007919
px_corn,px_oats,T3_substitution,group:Grain,3,9.0,substitution/compl. Grain,0.14673206736919286,,11.757028135425024,0.5414805911649777,0.028505313940521256
px_corn,px_milling_wheat,T3_substitution,group:Grain,3,4.0,substitution/compl. Grain,0.09508823960530143,,5.301151199026237,0.8758179556833481,0.03881907313665965
px_wheat,px_corn,T3_substitution,group:Grain,3,3.0,substitution/compl. Grain,0.27167123800251697,,20.0,1.3707055501678598,0.05221747176244557
px_wheat,px_rough_rice,T3_substitution,group:Grain,3,5.0,substitution/compl. Grain,0.10856930663970903,,5.768744385942833,1.2030293563563874,0.04286611985996535
px_wheat,px_oats,T3_substitution,group:Grain,3,6.0,substitution/compl. Grain,0.25028939806278194,,20.0,1.1894112532247907,0.036389255384077376
px_wheat,px_milling_wheat,T3_substitution,group:Grain,3,5.0,substitution/compl. Grain,0.08236706654913806,,6.055815280905908,0.25401953567450825,0.027535725169699824
px_rough_rice,px_corn,T3_substitution,group:Grain,3,9.0,substitution/compl. Grain,0.06837095175366881,,2.1378633442166244,1.291014756782848,0.04045979117642699
px_rough_rice,px_wheat,T3_substitution,group:Grain,3,10.0,substitution/compl. Grain,0.06036037053705964,,3.1978447434925075,0.6485502002334405,0.030584251402959155
px_rough_rice,px_oats,T3_substitution,group:Grain,3,7.0,substitution/compl. Grain,0.10040071002380044,,1.9377622829331704,4.113529576490075,0.042960273712213046
px_rough_rice,px_milling_wheat,T3_substitution,group:Grain,3,1.0,substitution/compl. Grain,0.024623502164253804,,1.0226705278934056,0.5621137752192895,0.020877371753899577
px_oats,px_corn,T3_substitution,group:Grain,3,9.0,substitution/compl. Grain,0.14791089898541898,,10.89634983921887,0.5684433118347602,0.036622559191992254
px_oats,px_wheat,T3_substitution,group:Grain,3,4.0,substitution/compl. Grain,0.2552143466774519,,20.0,1.3481257904804695,0.03898372597650404
px_oats,px_rough_rice,T3_substitution,group:Grain,3,8.0,substitution/compl. Grain,0.05342293513567868,,2.1142825455103713,0.5409047873928493,0.03520027382872996
px_oats,px_milling_wheat,T3_substitution,group:Grain,3,1.0,substitution/compl. Grain,0.15405854313767203,,2.2034306037855003,6.241202849707529,0.06536233395534034
px_milling_wheat,px_corn,T3_substitution,group:Grain,3,3.0,substitution/compl. Grain,0.09512011532864481,,4.652431397801988,1.8657131841761132,0.035522597702222936
px_milling_wheat,px_wheat,T3_substitution,group:Grain,3,8.0,substitution/compl. Grain,0.06461854781276113,,4.2198262699567595,0.6047922958794851,0.025670855387187975
px_milling_wheat,px_rough_rice,T3_substitution,group:Grain,3,10.0,substitution/compl. Grain,0.0033928629738393355,,1.1044311655398003,0.4623536752733794,0.0037370226344775677
px_milling_wheat,px_oats,T3_substitution,group:Grain,3,8.0,substitution/compl. Grain,0.07547217735014239,,2.434658923345582,0.7596789685691913,0.04848303182636439
